invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_5,total,date,time,payment,cogs,gross_margin_percentage,gross_income,rating
511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88,1,1.0,1.0,2019-02-25,2024-01-26 16:00:00,Credit card,1.0,1.0,1.0,1.0
726-29-6793,A,Yangon,Member,Male,Electronic accessories,24,8,8.0,8.0,2019-01-28,2024-01-26 20:00:00,Ewallet,8.0,8.0,8.0,8.0
387-49-4215,B,Mandalay,Member,Female,Sports and travel,48,3,3.0,3.0,2019-01-08,2024-01-26 12:00:00,Cash,3.0,3.0,3.0,3.0
862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84,6,6.0,6.0,2019-01-29,2024-01-26 10:00:00,Credit card,6.0,6.0,6.0,6.0
291-21-5991,B,Mandalay,Member,Male,Health and beauty,61,5,5.0,5.0,2019-03-29,2024-01-26 14:00:00,Cash,5.0,5.0,5.0,5.0
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15,6,6.0,6.0,2019-02-09,2024-01-26 17:00:00,Credit card,6.0,6.0,6.0,6.0
347-72-6115,B,Mandalay,Member,Female,Sports and travel,90,7,7.0,7.0,2019-01-16,2024-01-26 18:00:00,Credit card,7.0,7.0,7.0,7.0
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42,5,5.0,5.0,2019-01-05,2024-01-26 17:00:00,Ewallet,5.0,5.0,5.0,5.0
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54,7,7.0,7.0,2019-01-27,2024-01-26 18:00:00,Ewallet,7.0,7.0,7.0,7.0
189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99,7,7.0,7.0,2019-03-14,2024-01-26 12:00:00,Cash,7.0,7.0,7.0,7.0
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58,7,7.0,7.0,2019-02-23,2024-01-26 19:00:00,Credit card,7.0,7.0,7.0,7.0
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51,1,1.0,1.0,2019-03-18,2024-01-26 15:00:00,Ewallet,1.0,1.0,1.0,1.0
425-85-2085,B,Mandalay,Member,Male,Health and beauty,54,5,5.0,5.0,2019-03-29,2024-01-26 16:00:00,Ewallet,5.0,5.0,5.0,5.0
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39,5,5.0,5.0,2019-01-22,2024-01-26 20:00:00,Credit card,5.0,5.0,5.0,5.0
220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34,2,2.0,2.0,2019-03-01,2024-01-26 18:00:00,Ewallet,2.0,2.0,2.0,2.0
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,71,5,5.0,5.0,2019-01-17,2024-01-26 15:00:00,Credit card,5.0,5.0,5.0,5.0
734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,45,3,3.0,3.0,2019-03-26,2024-01-26 10:00:00,Credit card,3.0,3.0,3.0,3.0
451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,83,6,6.0,6.0,2019-03-20,2024-01-26 11:00:00,Cash,6.0,6.0,6.0,6.0
609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37,6,6.0,6.0,2019-02-06,2024-01-26 13:00:00,Credit card,6.0,6.0,6.0,6.0
133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty,62,2,2.0,2.0,2019-01-01,2024-01-26 11:00:00,Cash,2.0,2.0,2.0,2.0
534-01-4457,A,Yangon,Normal,Male,Food and beverages,81,6,6.0,6.0,2019-01-27,2024-01-26 14:00:00,Credit card,6.0,6.0,6.0,6.0
719-89-8991,A,Yangon,Member,Female,Sports and travel,91,5,5.0,5.0,2019-02-25,2024-01-26 16:00:00,Ewallet,5.0,5.0,5.0,5.0
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39,4,4.0,4.0,2019-01-16,2024-01-26 20:00:00,Credit card,4.0,4.0,4.0,4.0
339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59,2,2.0,2.0,2019-01-13,2024-01-26 14:00:00,Ewallet,2.0,2.0,2.0,2.0
827-44-5872,B,Mandalay,Member,Female,Food and beverages,54,10,10.0,10.0,2019-02-07,2024-01-26 11:00:00,Credit card,10.0,10.0,10.0,10.0
827-77-7633,A,Yangon,Normal,Male,Sports and travel,98,9,9.0,9.0,2019-02-17,2024-01-26 19:00:00,Cash,9.0,9.0,9.0,9.0
287-83-1405,A,Yangon,Normal,Male,Health and beauty,25,6,6.0,6.0,2019-02-12,2024-01-26 19:00:00,Ewallet,6.0,6.0,6.0,6.0
435-13-4908,A,Yangon,Member,Male,Fashion accessories,86,8,8.0,8.0,2019-01-24,2024-01-26 18:00:00,Credit card,8.0,8.0,8.0,8.0
857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22,10,10.0,10.0,2019-02-06,2024-01-26 19:00:00,Ewallet,10.0,10.0,10.0,10.0
236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages,16,9,9.0,9.0,2019-03-26,2024-01-26 10:00:00,Ewallet,9.0,9.0,9.0,9.0
892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28,5,5.0,5.0,2019-03-11,2024-01-26 13:00:00,Ewallet,5.0,5.0,5.0,5.0
583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16,7,7.0,7.0,2019-02-07,2024-01-26 11:00:00,Ewallet,7.0,7.0,7.0,7.0
339-12-4827,B,Mandalay,Member,Female,Fashion accessories,73,1,1.0,1.0,2019-01-05,2024-01-26 11:00:00,Credit card,1.0,1.0,1.0,1.0
643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97,1,1.0,1.0,2019-03-07,2024-01-26 11:00:00,Ewallet,1.0,1.0,1.0,1.0
308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73,4,4.0,4.0,2019-02-25,2024-01-26 17:00:00,Credit card,4.0,4.0,4.0,4.0
358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87,6,6.0,6.0,2019-02-01,2024-01-26 18:00:00,Ewallet,6.0,6.0,6.0,6.0
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30,3,3.0,3.0,2019-01-22,2024-01-26 11:00:00,Ewallet,3.0,3.0,3.0,3.0
343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,75,1,1.0,1.0,2019-01-03,2024-01-26 10:00:00,Credit card,1.0,1.0,1.0,1.0
173-50-1108,B,Mandalay,Member,Female,Sports and travel,20,4,4.0,4.0,2019-02-13,2024-01-26 12:00:00,Credit card,4.0,4.0,4.0,4.0
243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,18,6,6.0,6.0,2019-01-28,2024-01-26 16:00:00,Credit card,6.0,6.0,6.0,6.0
841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71,1,1.0,1.0,2019-01-05,2024-01-26 20:00:00,Credit card,1.0,1.0,1.0,1.0
701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38,4,4.0,4.0,2019-03-19,2024-01-26 13:00:00,Ewallet,4.0,4.0,4.0,4.0
647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29,10,10.0,10.0,2019-01-12,2024-01-26 16:00:00,Ewallet,10.0,10.0,10.0,10.0
541-48-8554,A,Yangon,Normal,Male,Sports and travel,60,9,9.0,9.0,2019-01-07,2024-01-26 12:00:00,Credit card,9.0,9.0,9.0,9.0
539-21-7227,B,Mandalay,Normal,Female,Sports and travel,51,5,5.0,5.0,2019-01-26,2024-01-26 17:00:00,Cash,5.0,5.0,5.0,5.0
213-32-1216,A,Yangon,Normal,Female,Electronic accessories,66,6,6.0,6.0,2019-01-23,2024-01-26 10:00:00,Cash,6.0,6.0,6.0,6.0
747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57,3,3.0,3.0,2019-02-09,2024-01-26 20:00:00,Ewallet,3.0,3.0,3.0,3.0
582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54,9,9.0,9.0,2019-02-22,2024-01-26 10:00:00,Cash,9.0,9.0,9.0,9.0
210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58,9,9.0,9.0,2019-02-05,2024-01-26 12:00:00,Cash,9.0,9.0,9.0,9.0
399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22,6,6.0,6.0,2019-03-07,2024-01-26 10:00:00,Credit card,6.0,6.0,6.0,6.0
134-75-2619,A,Yangon,Member,Male,Electronic accessories,19,7,7.0,7.0,2019-03-25,2024-01-26 18:00:00,Cash,7.0,7.0,7.0,7.0
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37,3,3.0,3.0,2019-01-20,2024-01-26 13:00:00,Credit card,3.0,3.0,3.0,3.0
198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72,2,2.0,2.0,2019-02-04,2024-01-26 19:00:00,Cash,2.0,2.0,2.0,2.0
283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,98,10,10.0,10.0,2019-01-30,2024-01-26 20:00:00,Ewallet,10.0,10.0,10.0,10.0
712-39-0363,A,Yangon,Member,Male,Food and beverages,41,6,6.0,6.0,2019-01-02,2024-01-26 15:00:00,Ewallet,6.0,6.0,6.0,6.0
218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72,3,3.0,3.0,2019-03-29,2024-01-26 16:00:00,Ewallet,3.0,3.0,3.0,3.0
174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21,9,9.0,9.0,2019-03-14,2024-01-26 12:00:00,Cash,9.0,9.0,9.0,9.0
866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89,10,10.0,10.0,2019-02-11,2024-01-26 15:00:00,Credit card,10.0,10.0,10.0,10.0
134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,42,8,8.0,8.0,2019-01-30,2024-01-26 13:00:00,Ewallet,8.0,8.0,8.0,8.0
760-90-2357,A,Yangon,Member,Male,Electronic accessories,74,6,6.0,6.0,2019-03-20,2024-01-26 15:00:00,Ewallet,6.0,6.0,6.0,6.0
514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,99,2,2.0,2.0,2019-03-20,2024-01-26 13:00:00,Cash,2.0,2.0,2.0,2.0
698-98-5964,A,Yangon,Normal,Female,Food and beverages,81,10,10.0,10.0,2019-01-17,2024-01-26 13:00:00,Credit card,10.0,10.0,10.0,10.0
718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel,49,10,10.0,10.0,2019-02-03,2024-01-26 16:00:00,Credit card,10.0,10.0,10.0,10.0
651-88-7328,A,Yangon,Normal,Female,Fashion accessories,65,9,9.0,9.0,2019-01-01,2024-01-26 13:00:00,Cash,9.0,9.0,9.0,9.0
241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,79,7,7.0,7.0,2019-01-10,2024-01-26 10:00:00,Credit card,7.0,7.0,7.0,7.0
408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,73,7,7.0,7.0,2019-03-02,2024-01-26 16:00:00,Ewallet,7.0,7.0,7.0,7.0
834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82,5,5.0,5.0,2019-02-25,2024-01-26 17:00:00,Credit card,5.0,5.0,5.0,5.0
343-61-3544,B,Mandalay,Member,Male,Sports and travel,26,10,10.0,10.0,2019-01-29,2024-01-26 11:00:00,Cash,10.0,10.0,10.0,10.0
239-48-4278,A,Yangon,Member,Male,Food and beverages,10,7,7.0,7.0,2019-03-10,2024-01-26 19:00:00,Ewallet,7.0,7.0,7.0,7.0
355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72,2,2.0,2.0,2019-01-13,2024-01-26 19:00:00,Credit card,2.0,2.0,2.0,2.0
550-84-8664,A,Yangon,Normal,Male,Sports and travel,85,5,5.0,5.0,2019-03-22,2024-01-26 14:00:00,Credit card,5.0,5.0,5.0,5.0
339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81,7,7.0,7.0,2019-03-01,2024-01-26 19:00:00,Ewallet,7.0,7.0,7.0,7.0
458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60,4,4.0,4.0,2019-02-20,2024-01-26 18:00:00,Cash,4.0,4.0,4.0,4.0
592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,31,4,4.0,4.0,2019-01-14,2024-01-26 14:00:00,Ewallet,4.0,4.0,4.0,4.0
797-88-0493,A,Yangon,Normal,Female,Health and beauty,64,4,4.0,4.0,2019-03-26,2024-01-26 13:00:00,Cash,4.0,4.0,4.0,4.0
207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69,2,2.0,2.0,2019-03-01,2024-01-26 12:00:00,Ewallet,2.0,2.0,2.0,2.0
390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,27,3,3.0,3.0,2019-01-07,2024-01-26 12:00:00,Cash,3.0,3.0,3.0,3.0
443-82-0585,A,Yangon,Member,Female,Health and beauty,77,4,4.0,4.0,2019-02-01,2024-01-26 19:00:00,Cash,4.0,4.0,4.0,4.0
339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,92,2,2.0,2.0,2019-02-13,2024-01-26 15:00:00,Credit card,2.0,2.0,2.0,2.0
359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18,4,4.0,4.0,2019-01-14,2024-01-26 18:00:00,Credit card,4.0,4.0,4.0,4.0
375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63,3,3.0,3.0,2019-01-19,2024-01-26 15:00:00,Ewallet,3.0,3.0,3.0,3.0
127-47-6963,A,Yangon,Normal,Male,Health and beauty,51,4,4.0,4.0,2019-03-09,2024-01-26 13:00:00,Credit card,4.0,4.0,4.0,4.0
278-86-2735,A,Yangon,Normal,Female,Food and beverages,52,3,3.0,3.0,2019-03-27,2024-01-26 14:00:00,Cash,3.0,3.0,3.0,3.0
695-28-6250,A,Yangon,Normal,Female,Sports and travel,43,5,5.0,5.0,2019-02-04,2024-01-26 16:00:00,Ewallet,5.0,5.0,5.0,5.0
379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,59,10,10.0,10.0,2019-03-14,2024-01-26 11:00:00,Cash,10.0,10.0,10.0,10.0
227-50-3718,A,Yangon,Normal,Male,Health and beauty,14,5,5.0,5.0,2019-03-04,2024-01-26 12:00:00,Cash,5.0,5.0,5.0,5.0
302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46,6,6.0,6.0,2019-03-03,2024-01-26 10:00:00,Credit card,6.0,6.0,6.0,6.0
788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,24,7,7.0,7.0,2019-01-27,2024-01-26 17:00:00,Ewallet,7.0,7.0,7.0,7.0
560-49-6611,A,Yangon,Member,Female,Sports and travel,45,1,1.0,1.0,2019-02-07,2024-01-26 14:00:00,Cash,1.0,1.0,1.0,1.0
880-35-0356,A,Yangon,Member,Female,Sports and travel,75,3,3.0,3.0,2019-02-05,2024-01-26 11:00:00,Ewallet,3.0,3.0,3.0,3.0
585-11-6748,B,Mandalay,Member,Male,Sports and travel,96,3,3.0,3.0,2019-03-15,2024-01-26 13:00:00,Cash,3.0,3.0,3.0,3.0
470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14,3,3.0,3.0,2019-03-01,2024-01-26 11:00:00,Credit card,3.0,3.0,3.0,3.0
152-68-2907,A,Yangon,Normal,Male,Food and beverages,52,3,3.0,3.0,2019-02-15,2024-01-26 13:00:00,Credit card,3.0,3.0,3.0,3.0
123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,46,9,9.0,9.0,2019-02-17,2024-01-26 19:00:00,Ewallet,9.0,9.0,9.0,9.0
258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,36,5,5.0,5.0,2019-01-26,2024-01-26 18:00:00,Cash,5.0,5.0,5.0,5.0
334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70,2,2.0,2.0,2019-03-24,2024-01-26 14:00:00,Ewallet,2.0,2.0,2.0,2.0
219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,83,1,1.0,1.0,2019-01-23,2024-01-26 17:00:00,Ewallet,1.0,1.0,1.0,1.0
881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories,64,1,1.0,1.0,2019-01-26,2024-01-26 10:00:00,Credit card,1.0,1.0,1.0,1.0
373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,77,10,10.0,10.0,2019-03-14,2024-01-26 20:00:00,Ewallet,10.0,10.0,10.0,10.0
642-30-6693,B,Mandalay,Normal,Female,Sports and travel,54,6,6.0,6.0,2019-03-17,2024-01-26 13:00:00,Ewallet,6.0,6.0,6.0,6.0
484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,51,7,7.0,7.0,2019-01-08,2024-01-26 20:00:00,Cash,7.0,7.0,7.0,7.0
830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31,4,4.0,4.0,2019-02-08,2024-01-26 15:00:00,Cash,4.0,4.0,4.0,4.0
559-98-9873,A,Yangon,Member,Female,Fashion accessories,53,7,7.0,7.0,2019-02-10,2024-01-26 12:00:00,Ewallet,7.0,7.0,7.0,7.0
544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,49,4,4.0,4.0,2019-03-28,2024-01-26 19:00:00,Credit card,4.0,4.0,4.0,4.0
318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30,1,1.0,1.0,2019-01-23,2024-01-26 12:00:00,Ewallet,1.0,1.0,1.0,1.0
349-97-8902,B,Mandalay,Member,Male,Food and beverages,57,2,2.0,2.0,2019-01-17,2024-01-26 10:00:00,Ewallet,2.0,2.0,2.0,2.0
421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28,1,1.0,1.0,2019-02-07,2024-01-26 10:00:00,Credit card,1.0,1.0,1.0,1.0
277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,98,9,9.0,9.0,2019-03-09,2024-01-26 11:00:00,Cash,9.0,9.0,9.0,9.0
789-23-8625,B,Mandalay,Member,Male,Fashion accessories,93,3,3.0,3.0,2019-01-24,2024-01-26 11:00:00,Cash,3.0,3.0,3.0,3.0
284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,80,1,1.0,1.0,2019-01-19,2024-01-26 16:00:00,Credit card,1.0,1.0,1.0,1.0
443-59-0061,A,Yangon,Member,Male,Food and beverages,67,10,10.0,10.0,2019-02-03,2024-01-26 11:00:00,Ewallet,10.0,10.0,10.0,10.0
509-29-3912,A,Yangon,Member,Female,Sports and travel,38,9,9.0,9.0,2019-03-20,2024-01-26 12:00:00,Ewallet,9.0,9.0,9.0,9.0
327-40-9673,B,Mandalay,Member,Male,Sports and travel,72,6,6.0,6.0,2019-01-13,2024-01-26 19:00:00,Cash,6.0,6.0,6.0,6.0
840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories,87,5,5.0,5.0,2019-03-14,2024-01-26 18:00:00,Ewallet,5.0,5.0,5.0,5.0
828-46-6863,A,Yangon,Member,Male,Food and beverages,98,6,6.0,6.0,2019-01-23,2024-01-26 11:00:00,Credit card,6.0,6.0,6.0,6.0
641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories,43,6,6.0,6.0,2019-02-07,2024-01-26 17:00:00,Ewallet,6.0,6.0,6.0,6.0
420-97-3340,A,Yangon,Normal,Female,Food and beverages,71,3,3.0,3.0,2019-03-28,2024-01-26 15:00:00,Credit card,3.0,3.0,3.0,3.0
436-54-4512,A,Yangon,Member,Female,Food and beverages,91,1,1.0,1.0,2019-03-20,2024-01-26 19:00:00,Cash,1.0,1.0,1.0,1.0
670-79-6321,B,Mandalay,Member,Female,Home and lifestyle,94,7,7.0,7.0,2019-01-17,2024-01-26 15:00:00,Credit card,7.0,7.0,7.0,7.0
852-62-7105,B,Mandalay,Normal,Female,Fashion accessories,83,10,10.0,10.0,2019-01-12,2024-01-26 11:00:00,Credit card,10.0,10.0,10.0,10.0
598-06-7312,B,Mandalay,Member,Male,Fashion accessories,91,1,1.0,1.0,2019-02-16,2024-01-26 15:00:00,Cash,1.0,1.0,1.0,1.0
135-13-8269,B,Mandalay,Member,Female,Food and beverages,78,2,2.0,2.0,2019-01-26,2024-01-26 16:00:00,Cash,2.0,2.0,2.0,2.0
816-57-2053,A,Yangon,Normal,Male,Sports and travel,60,2,2.0,2.0,2019-03-09,2024-01-26 12:00:00,Ewallet,2.0,2.0,2.0,2.0
628-90-8624,B,Mandalay,Member,Male,Health and beauty,82,10,10.0,10.0,2019-03-14,2024-01-26 14:00:00,Cash,10.0,10.0,10.0,10.0
856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53,3,3.0,3.0,2019-01-25,2024-01-26 14:00:00,Ewallet,3.0,3.0,3.0,3.0
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12,1,1.0,1.0,2019-01-26,2024-01-26 18:00:00,Credit card,1.0,1.0,1.0,1.0
149-61-1929,A,Yangon,Normal,Male,Sports and travel,64,10,10.0,10.0,2019-01-19,2024-01-26 14:00:00,Credit card,10.0,10.0,10.0,10.0
655-07-2265,A,Yangon,Normal,Male,Electronic accessories,78,3,3.0,3.0,2019-03-05,2024-01-26 16:00:00,Ewallet,3.0,3.0,3.0,3.0
589-02-8023,A,Yangon,Member,Male,Food and beverages,83,2,2.0,2.0,2019-01-15,2024-01-26 10:00:00,Credit card,2.0,2.0,2.0,2.0
420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,99,3,3.0,3.0,2019-03-18,2024-01-26 11:00:00,Ewallet,3.0,3.0,3.0,3.0
182-88-2763,B,Mandalay,Member,Male,Food and beverages,79,3,3.0,3.0,2019-03-20,2024-01-26 19:00:00,Credit card,3.0,3.0,3.0,3.0
188-55-0967,B,Mandalay,Member,Male,Health and beauty,66,10,10.0,10.0,2019-01-15,2024-01-26 15:00:00,Credit card,10.0,10.0,10.0,10.0
610-46-4100,A,Yangon,Normal,Male,Health and beauty,28,7,7.0,7.0,2019-03-03,2024-01-26 20:00:00,Credit card,7.0,7.0,7.0,7.0
318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories,46,1,1.0,1.0,2019-03-19,2024-01-26 12:00:00,Cash,1.0,1.0,1.0,1.0
364-33-8584,B,Mandalay,Member,Female,Food and beverages,17,5,5.0,5.0,2019-03-08,2024-01-26 15:00:00,Cash,5.0,5.0,5.0,5.0
665-63-9737,B,Mandalay,Normal,Male,Fashion accessories,52,3,3.0,3.0,2019-02-27,2024-01-26 17:00:00,Ewallet,3.0,3.0,3.0,3.0
695-09-5146,B,Mandalay,Member,Female,Food and beverages,98,3,3.0,3.0,2019-02-23,2024-01-26 20:00:00,Ewallet,3.0,3.0,3.0,3.0
155-45-3814,C,Naypyitaw,Member,Female,Electronic accessories,88,8,8.0,8.0,2019-03-19,2024-01-26 15:00:00,Ewallet,8.0,8.0,8.0,8.0
794-32-2436,B,Mandalay,Member,Male,Electronic accessories,55,2,2.0,2.0,2019-03-27,2024-01-26 15:00:00,Ewallet,2.0,2.0,2.0,2.0
131-15-8856,C,Naypyitaw,Member,Female,Food and beverages,72,8,8.0,8.0,2019-03-30,2024-01-26 19:00:00,Credit card,8.0,8.0,8.0,8.0
273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories,12,5,5.0,5.0,2019-02-16,2024-01-26 15:00:00,Ewallet,5.0,5.0,5.0,5.0
706-36-6154,A,Yangon,Member,Male,Home and lifestyle,19,9,9.0,9.0,2019-01-18,2024-01-26 18:00:00,Ewallet,9.0,9.0,9.0,9.0
778-89-7974,C,Naypyitaw,Normal,Male,Health and beauty,70,6,6.0,6.0,2019-03-30,2024-01-26 14:00:00,Cash,6.0,6.0,6.0,6.0
574-31-8277,B,Mandalay,Member,Male,Fashion accessories,33,1,1.0,1.0,2019-03-20,2024-01-26 19:00:00,Cash,1.0,1.0,1.0,1.0
859-71-0933,C,Naypyitaw,Member,Female,Sports and travel,15,2,2.0,2.0,2019-01-16,2024-01-26 15:00:00,Cash,2.0,2.0,2.0,2.0
740-11-5257,C,Naypyitaw,Normal,Male,Electronic accessories,24,10,10.0,10.0,2019-02-24,2024-01-26 16:00:00,Cash,10.0,10.0,10.0,10.0
369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,75,5,5.0,5.0,2019-01-15,2024-01-26 18:00:00,Ewallet,5.0,5.0,5.0,5.0
563-47-4072,B,Mandalay,Normal,Female,Health and beauty,55,6,6.0,6.0,2019-01-22,2024-01-26 11:00:00,Cash,6.0,6.0,6.0,6.0
742-04-5161,A,Yangon,Member,Male,Home and lifestyle,72,10,10.0,10.0,2019-02-03,2024-01-26 17:00:00,Cash,10.0,10.0,10.0,10.0
149-15-7606,B,Mandalay,Member,Male,Sports and travel,37,9,9.0,9.0,2019-03-06,2024-01-26 15:00:00,Ewallet,9.0,9.0,9.0,9.0
133-77-3154,B,Mandalay,Member,Male,Fashion accessories,60,4,4.0,4.0,2019-02-16,2024-01-26 18:00:00,Credit card,4.0,4.0,4.0,4.0
169-52-4504,A,Yangon,Normal,Female,Electronic accessories,15,3,3.0,3.0,2019-03-14,2024-01-26 14:00:00,Credit card,3.0,3.0,3.0,3.0
250-81-7186,C,Naypyitaw,Normal,Female,Electronic accessories,99,1,1.0,1.0,2019-02-27,2024-01-26 10:00:00,Credit card,1.0,1.0,1.0,1.0
562-12-5430,A,Yangon,Member,Female,Fashion accessories,88,3,3.0,3.0,2019-01-18,2024-01-26 10:00:00,Ewallet,3.0,3.0,3.0,3.0
816-72-8853,A,Yangon,Member,Female,Sports and travel,27,5,5.0,5.0,2019-01-29,2024-01-26 15:00:00,Cash,5.0,5.0,5.0,5.0
491-38-3499,A,Yangon,Member,Male,Fashion accessories,55,1,1.0,1.0,2019-02-26,2024-01-26 17:00:00,Credit card,1.0,1.0,1.0,1.0
322-02-2271,B,Mandalay,Normal,Female,Sports and travel,42,3,3.0,3.0,2019-02-03,2024-01-26 11:00:00,Cash,3.0,3.0,3.0,3.0
842-29-4695,C,Naypyitaw,Member,Male,Sports and travel,17,7,7.0,7.0,2019-01-16,2024-01-26 12:00:00,Credit card,7.0,7.0,7.0,7.0
725-67-2480,B,Mandalay,Member,Female,Fashion accessories,58,6,6.0,6.0,2019-03-24,2024-01-26 18:00:00,Credit card,6.0,6.0,6.0,6.0
641-51-2661,C,Naypyitaw,Member,Female,Food and beverages,87,10,10.0,10.0,2019-02-12,2024-01-26 14:00:00,Credit card,10.0,10.0,10.0,10.0
714-02-3114,C,Naypyitaw,Normal,Female,Sports and travel,98,2,2.0,2.0,2019-02-21,2024-01-26 11:00:00,Cash,2.0,2.0,2.0,2.0
518-17-2983,A,Yangon,Normal,Female,Fashion accessories,48,4,4.0,4.0,2019-02-04,2024-01-26 15:00:00,Ewallet,4.0,4.0,4.0,4.0
779-42-2410,B,Mandalay,Member,Male,Food and beverages,57,3,3.0,3.0,2019-02-20,2024-01-26 13:00:00,Ewallet,3.0,3.0,3.0,3.0
190-14-3147,B,Mandalay,Normal,Female,Health and beauty,17,4,4.0,4.0,2019-02-23,2024-01-26 20:00:00,Ewallet,4.0,4.0,4.0,4.0
408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,47,6,6.0,6.0,2019-02-16,2024-01-26 14:00:00,Ewallet,6.0,6.0,6.0,6.0
679-22-6530,B,Mandalay,Normal,Female,Sports and travel,40,2,2.0,2.0,2019-01-17,2024-01-26 10:00:00,Credit card,2.0,2.0,2.0,2.0
588-47-8641,A,Yangon,Member,Male,Fashion accessories,56,10,10.0,10.0,2019-01-14,2024-01-26 19:00:00,Ewallet,10.0,10.0,10.0,10.0
642-61-4706,B,Mandalay,Member,Male,Food and beverages,93,2,2.0,2.0,2019-03-30,2024-01-26 16:00:00,Cash,2.0,2.0,2.0,2.0
576-31-4774,B,Mandalay,Normal,Female,Health and beauty,73,3,3.0,3.0,2019-03-02,2024-01-26 13:00:00,Ewallet,3.0,3.0,3.0,3.0
